Site_Name,Phase,Activity Name,Equipment,Activity ID,Team,Employee,Planned Start,Planned Completion,Status,Actual Start Date,Completed Date,Percentage Complete,Task Duration,Float,Complexity
300 - hot area,03-DISASSEMBLY,Component / valve / connector disassembly,SV-6324 LDAR,SV-6324 LDAR-12458,Mechanical,Pyosef,2/20/2022,2/20/2022 9:00,Completed,2/18/2022 8:40,2/18/2022 8:40,,1,406.5,1
300 - hot area,03-DISASSEMBLY,Installing lights,102-9001B,102-9001B-6192,Electrical,Cyaron,2/25/2022,2/25/2022 8:30,Completed,2/13/2022 18:12,2/13/2022 18:12,,2,286,1
300 - hot area,03-DISASSEMBLY,"Disassembly, draining & Cleaning instrumentation pipe",102-9001B,102-9001B-6193,Instrumentation,Peyuri,3/2/2022,3/2/2022 10:00,Completed,3/2/2022 13:58,3/2/2022 13:58,,2,0,1
300 - hot area,04-CLEANING,Cleaning the tube bundle at the washing station,111-5205,111-5205-6665,Mechanical,Aaviv,2/21/2022,2/21/2022 20:00,Completed,2/21/2022 19:14,2/21/2022 19:14,,3,0,1
300 - hot area,04-CLEANING,Cleanliness check,111-5205,111-5205-6666,Operations,Atzahi,2/23/2022,2/23/2022 19:00,Completed,2/22/2022 11:24,2/22/2022 11:24,,2,379,1
300 - hot area,04-CLEANING,Brushing all the welds inside the column (meter),081-5102,081-5102-8563,Mechanical,AROJE,3/6/2022,3/8/2022 16:30,Completed,2/27/2022 14:44,2/27/2022 14:44,,24,0,1
300 - hot area,05-INSPECTIONS,PID tests of the tower - visual test + wall thickness test,081-5102,081-5102-8565,Inspections,Drami,3/2/2022,3/2/2022 12:00,Start time failed,,,,4,87,1
300 - hot area,08-TURNOVER,Final leak test,093-9001B,093-9001B-6000,Operations,Horen,3/15/2022,3/15/2022 19:00,Not started,,,,8,397,1
300 - hot area,08-TURNOVER,External Scaffold deconstruction,093-9001B,093-9001B-6002,Mechanical,AROJE,3/15/2022,3/15/2022 19:00,Not started,,,,0,165.5,1
180,02-SHUTDOWN,Check of gas freeing efficiency,C180-E203,C180-E203-44318,Operations,Operatinspec1,2/10/2022,2/10/2022 13:00,Completed,2/11/2022 11:03,2/11/2022 11:03,,1,792,1
300 - hot area,02-SHUTDOWN,Displacement of H.C with inert gas (Nitrogen) to flare,FCV-6362 LDAR,FCV-6362 LDAR-11959,Operations,Gdenis,2/6/2022,2/7/2022 4:00,Completed,2/10/2022 13:59,2/10/2022 13:59,,17,1126,1
200,03-DISASSEMBLY,Installation of a lighting kit and ancillary equipment such as Isolating transformer,081-3801,081-3801-12380,Electrical,Cyaron,3/2/2022,3/2/2022 10:30,Completed,3/1/2022 13:40,3/1/2022 13:40,,4,0,1
200,08-TURNOVER,Nitrogen purge,093-3701,093-3701-12631,Operations,Ahaim,3/17/2022,3/17/2022 17:00,Not started,,,,8,50,1
200,08-TURNOVER,Final leak test,093-3701,093-3701-12632,Operations,Ahaim,3/17/2022,3/18/2022 5:00,Not started,,,,12,50,1
300 - hot area,07-REASSEMBLY,trays assembly,081-6301  140001401 repair order,081-6301  140001401 repair order-8762,Mechanical,Dmichael,3/6/2022,3/13/2022 16:12,Ongoing,3/7/2022 14:05,,,72,-27.2,1
300 - hot area,03-DISASSEMBLY,Component / valve / connector assembly & moment tightening,SV-6324 LDAR,SV-6324 LDAR-12459,Mechanical,Pyosef,2/20/2022,2/21/2022 6:57,End time failed,2/20/2022 15:57,,,3,0,1
300 - hot area,07-REASSEMBLY,Scaffold deconstruction,112-5907,112-5907-9126,Mechanical,Kviam,3/2/2022,3/2/2022 8:00,Start time failed,,,,0,149,1
300 - hot area,03-DISASSEMBLY,Insulation disassembly,113-5301,113-5301-15399,Mechanical,Kviam,2/10/2022,2/10/2022 16:00,Completed,2/14/2022 16:39,2/18/2022 11:49,100,8,475.5,1
400,01-PRE STO,Insulation disassembly,093-6602,093-6602-4928,Mechanical,Kviam,1/30/2022,1/30/2022 17:00,Completed,2/3/2022 17:24,2/6/2022 16:27,50,5,459.5,1
400,05-INSPECTIONS,Visual examination,093-6602,093-6602-4946,Inspections,Drami,1/30/2022,1/30/2022 18:00,Completed,2/7/2022 8:59,2/7/2022 8:59,100,1,459.5,1
300 - hot area,04-CLEANING,Tank cleaning including instrumentation connections,102-9001B,102-9001B-6196,Mechanical,AROJE,2/25/2022,2/28/2022 12:30,Completed,2/18/2022 10:50,2/18/2022 10:50,,24,286,1
300 - hot area,01-PRE STO,External Scaffold Construction,093-9002A,093-9002A-6004,Mechanical,AROJE,1/30/2022,1/30/2022 16:00,Completed,2/8/2022 13:57,2/8/2022 13:57,100,8,608,1
300 - hot area,07-REASSEMBLY,Removal of lighting and electrical ancillary equipment,081-6301  140001401 repair order,081-6301  140001401 repair order-8764,Mechanical,Dmichael,3/13/2022,3/13/2022 18:12,Completed,3/8/2022 8:44,3/8/2022 8:44,,2,34.8,1
180,07-REASSEMBLY,Pressure test,C180-E800,C180-E800-44825,Mechanical,Smonir,3/2/2022,3/2/2022 11:27,End time failed,3/6/2022 10:26,,,3,132.1,1
180,07-REASSEMBLY,Pressure tests acceptance,C180-E800,C180-E800-44826,Inspections,Ayuri,3/2/2022,3/2/2022 11:57,Start time failed,,,,1,132.1,1
300 - hot area,04-CLEANING,Installing transformer / lights,111-5201A,111-5201A-6409,Electrical,Cyaron,2/11/2022,2/11/2022 15:00,Completed,2/13/2022 13:18,2/13/2022 13:18,,2,354,1
300 - hot area,04-CLEANING,Cleaning covers,111-5201A,111-5201A-6410,Mechanical,Aaviv,2/11/2022,2/13/2022 9:00,Completed,2/13/2022 13:18,2/13/2022 13:18,,4,354,1
180,02-SHUTDOWN,Check of gas freeing efficiency,C180-F801B,C180-F801B-44094,Operations,Operatinspec1,2/6/2022,2/6/2022 17:00,Completed,2/11/2022 11:03,2/11/2022 11:03,,0,1056,1
180,03-DISASSEMBLY,Opening a filter lid and cleaning the elements with nitrogen / water,C180-F801B,C180-F801B-44096,Mechanical,Badrian,3/2/2022,3/2/2022 16:00,Start time failed,,,,8,117,1
180,08-TURNOVER,Final leak test,C180-E1805,C180-E1805-45052,Operations,Operatinspec1,3/17/2022,3/18/2022 8:00,Not started,,,,12,417,1
180,02-SHUTDOWN,Stopping of feed to section,C180-E816,C180-E816-45060,Operations,Operatinspec1,2/28/2022,3/1/2022 12:30,Completed,2/11/2022 10:52,2/11/2022 10:52,,24,507.5,1
300 - hot area,02-SHUTDOWN,Gas check and work clearance,"59033-8""-D3R01 LDAR",59033-8&quot;-D3R01 LDAR-11672,Operations,Gdenis,2/6/2022,2/9/2022 6:00,Completed,2/17/2022 15:32,2/17/2022 15:32,,64,1226.5,1
300 - hot area,03-DISASSEMBLY,Component / valve / connector disassembly,"59033-8""-D3R01 LDAR",59033-8&quot;-D3R01 LDAR-11673,Mechanical,Pyosef,3/2/2022,3/2/2022 13:00,Start time failed,,,,5,203.5,1
300 - hot area,04-CLEANING,Installing transformer / lights,111-5205,111-5205-6667,Electrical,Cyaron,2/13/2022,2/13/2022 8:30,Completed,2/17/2022 19:05,2/17/2022 19:05,,2,373,1
300 - hot area,04-CLEANING,Cleaning covers,111-5205,111-5205-6668,Mechanical,Aaviv,2/22/2022,2/22/2022 11:30,Completed,2/21/2022 19:14,2/21/2022 19:14,,3,0,1
300 - hot area,05-INSPECTIONS,Non destructive testing,081-5102,081-5102-8566,Inspections,Drami,3/2/2022,3/2/2022 18:00,Start time failed,,,,6,87,1
300 - hot area,07-REASSEMBLY,Closing of manways,081-5102,081-5102-8567,Mechanical,AROJE,3/2/2022,3/4/2022 10:00,Start time failed,,,,16,87,1
300 - hot area,02-SHUTDOWN,Steaming,FCV-6362 LDAR,FCV-6362 LDAR-11960,Operations,Gdenis,2/7/2022,2/8/2022 9:00,Completed,2/13/2022 8:52,2/16/2022 7:01,,17,1135,1
300 - hot area,02-SHUTDOWN,Gas check and work clearance,FCV-6362 LDAR,FCV-6362 LDAR-11961,Operations,Gdenis,2/8/2022,2/13/2022 6:00,Completed,2/17/2022 15:33,2/17/2022 15:33,,117,1130.5,1
200,03-DISASSEMBLY,Internal Scaffold Construction,081-3801,081-3801-12381,Mechanical,Omichael,3/2/2022,3/2/2022 15:00,Start time failed,,,,3,0,1
200,03-DISASSEMBLY,trays manyays to open,081-3801,081-3801-12382,Mechanical,Omichael,3/2/2022,3/7/2022 15:30,Completed,2/27/2022 13:52,3/1/2022 13:40,,48,0,1
200,08-TURNOVER,Installation of new insulation,093-3701,093-3701-12633,Mechanical,Ameir,3/18/2022,3/23/2022 16:30,Not started,,,,56,10.5,1
200,08-TURNOVER,External Scaffold deconstruction,093-3701,093-3701-12634,Mechanical,Ameir,3/23/2022,3/23/2022 18:30,Not started,,,,2,10.5,1
300 - hot area,07-REASSEMBLY,"Instrumentation work: Assembling the instrumentation piping, checking instrumentation functionality",081-6301  140001401 repair order,081-6301  140001401 repair order-8765,Mechanical,Dmichael,3/6/2022,3/7/2022 10:12,Completed,3/8/2022 8:44,3/8/2022 8:44,,8,100.8,1
300 - hot area,02-SHUTDOWN,Stopping of feed to the section,SV-6356A LDAR,SV-6356A LDAR-12468,Operations,Gdenis,2/5/2022,2/5/2022 11:00,Completed,2/4/2022 11:31,2/4/2022 11:31,,3,1286,1
300 - hot area,02-SHUTDOWN,Depressureing to flare,SV-6356A LDAR,SV-6356A LDAR-12470,Operations,Gdenis,2/5/2022,2/5/2022 15:00,Completed,2/6/2022 14:00,2/6/2022 14:00,,4,1286,1
400,08-TURNOVER,Insulation assembly,093-6602,093-6602-4959,Mechanical,Kviam,3/15/2022,3/15/2022 18:00,Not started,,,,10,58.5,1
400,08-TURNOVER,External Scaffold deconstruction,093-6602,093-6602-4960,Mechanical,Kviam,3/15/2022,3/16/2022 9:00,Not started,,,,3,58.5,1
300 - hot area,05-INSPECTIONS,Visual test,113-5301,113-5301-15401,Inspections,Hmoshe,2/21/2022,2/21/2022 18:00,Completed,2/21/2022 14:42,2/21/2022 14:58,100,1,0,1
300 - hot area,05-INSPECTIONS,Non destruction test,113-5301,113-5301-15402,Inspections,Hmoshe,2/23/2022,2/24/2022 7:00,Completed,2/23/2022 14:07,2/25/2022 8:21,100,2,0,1
300 - hot area,03-DISASSEMBLY,Component / valve / connector assembly & moment tightening,"59033-8""-D3R01 LDAR",59033-8&quot;-D3R01 LDAR-11674,Mechanical,Pyosef,3/2/2022,3/3/2022 10:00,Start time failed,,,,9,203.5,1
300 - hot area,05-INSPECTIONS,Visual examination,102-9001B,102-9001B-6198,Inspections,Ggadi,2/28/2022,2/28/2022 16:30,Completed,2/19/2022 8:15,2/19/2022 8:15,100,4,286,1
300 - hot area,05-INSPECTIONS,Non destructive testing,102-9001B,102-9001B-6199,Inspections,Ggadi,3/2/2022,3/2/2022 10:00,Completed,2/19/2022 8:16,3/2/2022 13:58,80,2,0,1
300 - hot area,01-PRE STO,Temporary piping,093-9002A,093-9002A-6006,Operations,Horen,1/30/2022,1/30/2022 11:00,Completed,2/4/2022 9:36,2/4/2022 9:36,,3,1445,1
300 - hot area,02-SHUTDOWN,Stopping of feed to section,093-9002A,093-9002A-6007,Operations,Horen,2/6/2022,2/6/2022 16:00,Completed,2/6/2022 13:52,2/6/2022 13:52,,8,1095.5,1
200,05-INSPECTIONS,PID tests of the reactor (wall thickness) and certification,093-3701,093-3701-12617,Inspections,Drami,3/2/2022,3/2/2022 10:00,Completed,3/2/2022 17:00,3/2/2022 17:00,,2,0,1
300 - hot area,07-REASSEMBLY,Cleanliness check & operations approval for closing the vessel,081-6301  140001401 repair order,081-6301  140001401 repair order-8766,Operations,Gdenis,3/13/2022,3/14/2022 7:12,Not started,,,,3,-27.2,1
180,07-REASSEMBLY,removing spades / fig 8,C180-E800,C180-E800-44827,Mechanical,Smonir,3/2/2022,3/2/2022 12:57,Start time failed,,,,1,132.1,1
180,08-TURNOVER,Final leak test,C180-E800,C180-E800-44832,Operations,Operatinspec1,3/15/2022,3/15/2022 10:00,Not started,,,,2,483,1
300 - hot area,04-CLEANING,welding brushing,111-5201A,111-5201A-6412,Mechanical,Aaviv,2/13/2022,2/13/2022 12:00,Completed,2/17/2022 18:16,2/17/2022 18:16,,3,362.5,1
300 - hot area,05-INSPECTIONS,Visual test,111-5201A,111-5201A-6413,Inspections,Hmoshe,2/13/2022,2/13/2022 15:00,Completed,2/17/2022 18:16,2/17/2022 18:16,,3,362.5,1
180,02-SHUTDOWN,Check of gas freeing efficiency,C180-E816,C180-E816-45066,Operations,Operatinspec1,3/1/2022,3/1/2022 13:30,Completed,2/11/2022 11:04,2/11/2022 11:04,,1,507.5,1
180,03-DISASSEMBLY,installing spades / fig 8,C180-E816,C180-E816-45069,Mechanical,Smonir,2/28/2022,2/28/2022 13:30,Completed,2/21/2022 9:09,2/21/2022 9:09,,1,196,1
300 - hot area,02-SHUTDOWN,Displacement of H.C with inert gas (Nitrogen) to flare,SV-6356A LDAR,SV-6356A LDAR-12471,Operations,Gdenis,2/6/2022,2/6/2022 10:30,Completed,2/10/2022 12:00,2/10/2022 12:00,,4,1114,1
180,08-TURNOVER,Scaffold deconstruction,C180-F801B,C180-F801B-44105,Mechanical,Badrian,3/16/2022,3/16/2022 15:30,Not started,,,,9,187.5,1
180,07-REASSEMBLY,"Inserting a filter element back, replacing the gasket and closing back the lid",C180-F801B,C180-F801B-44098,Mechanical,Badrian,3/2/2022,3/3/2022 12:00,Start time failed,,,,8,117,1
300 - hot area,07-REASSEMBLY,Cleanliness check & closing vessel approval,102-9001B,102-9001B-6201,Operations,Horen,2/28/2022,2/28/2022 19:30,Completed,2/27/2022 14:42,2/27/2022 14:42,,1,17,1
300 - hot area,07-REASSEMBLY,Internal Scaffold deconstruction,081-5102,081-5102-8568,Mechanical,AROJE,3/4/2022,3/4/2022 10:00,Start time failed,,,,0,87,1
300 - hot area,07-REASSEMBLY,Removal of lighting and electrical ancillary equipment,081-5102,081-5102-8569,Electrical,Cyaron,3/4/2022,3/4/2022 13:00,Start time failed,,,,3,87,1
300 - hot area,04-CLEANING,Cleaning shell,111-5205,111-5205-6669,Mechanical,Aaviv,2/22/2022,2/22/2022 13:30,Completed,2/21/2022 19:14,2/21/2022 19:14,,2,0,1
300 - hot area,05-INSPECTIONS,Visual test,111-5205,111-5205-6671,Inspections,Hmoshe,2/24/2022,2/24/2022 16:30,Completed,2/22/2022 13:40,2/22/2022 13:40,100,3,159.5,1
200,04-CLEANING,Tower internal cleaning,081-3801,081-3801-12383,Mechanical,Omichael,2/27/2022,3/10/2022 17:00,Ongoing,2/27/2022 13:52,,,36,0,1
200,04-CLEANING,Check internal accessories,081-3801,081-3801-12384,Mechanical,Omichael,2/27/2022,3/13/2022 7:00,Ongoing,2/27/2022 13:52,,,12,0,1
300 - hot area,03-DISASSEMBLY,Component / valve / connector disassembly,FCV-6362 LDAR,FCV-6362 LDAR-11962,Mechanical,Pyosef,3/2/2022,3/3/2022 14:00,Start time failed,,,,18,153,1
300 - hot area,03-DISASSEMBLY,Component / valve / connector assembly & moment tightening,FCV-6362 LDAR,FCV-6362 LDAR-11963,Mechanical,Pyosef,3/3/2022,3/7/2022 18:30,Start time failed,,,,39,153,1
300 - hot area,07-REASSEMBLY,Closing manholes / Drainage,081-6301  140001401 repair order,081-6301  140001401 repair order-8767,Mechanical,Dmichael,3/14/2022,3/14/2022 8:12,Not started,,,,1,-27.2,1
400,01-PRE STO,External Scaffold Construction,093-6603,093-6603-4962,Mechanical,Kviam,1/30/2022,1/30/2022 12:00,Completed,2/3/2022 17:23,2/3/2022 17:24,100,4,458.5,1
400,01-PRE STO,Insulation disassembly,093-6603,093-6603-4963,Mechanical,Kviam,1/30/2022,1/30/2022 17:00,Completed,2/3/2022 17:28,2/6/2022 16:27,100,5,458.5,1
300 - hot area,07-REASSEMBLY,Insulation assembly,113-5301,113-5301-15404,Mechanical,Kviam,3/2/2022,3/2/2022 8:00,Start time failed,,,,0,304,1
300 - hot area,01-PRE STO,Scaffold Construction,113-5302,113-5302-9128,Mechanical,Kviam,1/30/2022,1/30/2022 14:00,Completed,2/17/2022 16:04,2/17/2022 16:04,100,6,583.5,1
300 - hot area,05-INSPECTIONS,PID tests,"59033-8""-D3R01 LDAR",59033-8&quot;-D3R01 LDAR-11675,Inspections,Yemil,3/3/2022,3/3/2022 15:30,End time failed,3/2/2022 10:27,,60,6,203.5,1
300 - hot area,08-TURNOVER,Pressure test for welded valves,"59033-8""-D3R01 LDAR",59033-8&quot;-D3R01 LDAR-11676,Operations,Gdenis,3/16/2022,3/16/2022 10:00,Not started,,,,2,193,1
300 - hot area,07-REASSEMBLY,"Instrumentation work: Assembling the instrumentation piping, checking instrumentation functionality",081-5102,081-5102-8570,Instrumentation,Peyuri,3/4/2022,3/6/2022 18:00,Start time failed,,,,15,87,1
300 - hot area,02-SHUTDOWN,Liquid emptying,093-9002A,093-9002A-6008,Operations,Horen,2/6/2022,2/6/2022 17:00,Completed,2/10/2022 10:39,2/10/2022 10:39,,1,1095.5,1
300 - hot area,02-SHUTDOWN,Check of gas freeing efficiency,093-9002A,093-9002A-6013,Operations,Horen,2/10/2022,2/10/2022 13:00,Completed,2/13/2022 8:50,2/15/2022 16:37,,1,1195,1
200,05-INSPECTIONS,PID tests of the tower - visual test + wall thickness test,081-3801,081-3801-12388,Inspections,Drami,3/13/2022,3/13/2022 13:00,Not started,,,,6,-77.5,1
200,05-INSPECTIONS,Visual test,093-3701,093-3701-12618,Inspections,Drami,3/2/2022,3/2/2022 13:00,Completed,3/2/2022 17:00,3/2/2022 17:00,,3,0,1
200,05-INSPECTIONS,Non destruction testing,093-3701,093-3701-12619,Inspections,Drami,3/2/2022,3/2/2022 16:00,Completed,3/2/2022 17:00,3/2/2022 17:00,,3,0,1
180,08-TURNOVER,Scaffold deconstruction,C180-E800,C180-E800-44834,Mechanical,Smonir,3/15/2022,3/15/2022 14:00,Not started,,,,4,201,1
180,02-SHUTDOWN,Stopping of feed to section,C180-E805,C180-E805-44840,Operations,Operatinspec1,2/6/2022,2/7/2022 8:00,Completed,2/11/2022 10:31,2/11/2022 10:31,,24,791,1
180,03-DISASSEMBLY,heat exchangers covers Desmantelling 50T crane,C180-E816,C180-E816-45070,Mechanical,Smonir,2/28/2022,3/1/2022 7:30,Completed,2/21/2022 9:09,2/23/2022 11:04,,6,126,1
180,04-CLEANING,Cleaning the tube bundle on site,C180-E816,C180-E816-45074,Mechanical,Smonir,3/1/2022,3/1/2022 8:30,Completed,2/23/2022 11:04,2/23/2022 11:04,,1,126,1
300 - hot area,07-REASSEMBLY,PID pressure test,081-6301  140001401 repair order,081-6301  140001401 repair order-15412,Operations,Gdenis,3/14/2022,3/18/2022 8:12,Not started,,,,48,-27.2,1
300 - hot area,02-SHUTDOWN,Steaming,SV-6356A LDAR,SV-6356A LDAR-12472,Operations,Gdenis,2/6/2022,2/6/2022 14:30,Completed,2/13/2022 8:53,2/16/2022 7:02,,4,1135,1
300 - hot area,02-SHUTDOWN,Gas check and work clearance,SV-6356A LDAR,SV-6356A LDAR-12473,Operations,Gdenis,2/6/2022,2/13/2022 6:00,Completed,2/16/2022 15:54,2/16/2022 15:54,,160,1135,1
180,07-REASSEMBLY,Insulation assembly,C180-F801B,C180-F801B-44099,Mechanical,Badrian,3/3/2022,3/3/2022 16:00,Start time failed,,,,4,117,1
180,08-TURNOVER,Drying,C180-F801B,C180-F801B-44101,Operations,Operatinspec1,1/23/2022,1/23/2022 17:00,Start time failed,,,,0,1392,1
300 - hot area,05-INSPECTIONS,Non destruction test,111-5201A,111-5201A-6414,Inspections,Hmoshe,2/13/2022,2/13/2022 18:00,Completed,2/17/2022 18:16,2/17/2022 18:16,,3,362.5,1
300 - hot area,07-REASSEMBLY,Uninstalling transformer / lights,111-5201A,111-5201A-6415,Electrical,Cyaron,2/13/2022,2/14/2022 8:00,Completed,2/17/2022 18:17,2/17/2022 18:17,,2,362.5,1
300 - hot area,07-REASSEMBLY,Uninstalling lights,102-9001B,102-9001B-6202,Electrical,Cyaron,3/1/2022,3/1/2022 7:30,Completed,2/27/2022 14:42,2/27/2022 14:42,,1,6,1
300 - hot area,07-REASSEMBLY,Instrumentation pipe assembly,102-9001B,102-9001B-6203,Instrumentation,Peyuri,3/2/2022,3/2/2022 14:00,Completed,3/2/2022 13:58,3/2/2022 13:58,,2,0,1
300 - hot area,07-REASSEMBLY,Uninstalling transformer / lights,111-5205,111-5205-6673,Electrical,Cyaron,2/22/2022,2/22/2022 18:30,Completed,2/21/2022 19:15,2/21/2022 19:15,,2,0,1
300 - hot area,07-REASSEMBLY,Insertion of tube bundle,111-5205,111-5205-6674,Mechanical,Aaviv,2/25/2022,2/25/2022 10:30,Completed,2/24/2022 12:42,2/24/2022 12:42,,4,159.5,1
300 - hot area,03-DISASSEMBLY,installing spades / fig 8 & openinig manways,093-9002A,093-9002A-6014,Mechanical,AROJE,2/10/2022,2/11/2022 9:00,Completed,2/14/2022 17:18,2/14/2022 17:18,100,8,417.5,1
300 - hot area,05-INSPECTIONS,PID tests,FCV-6362 LDAR,FCV-6362 LDAR-11964,Inspections,Yemil,3/8/2022,3/8/2022 17:30,Not started,,,,11,153,1
300 - hot area,08-TURNOVER,Pressure test for welded valves,FCV-6362 LDAR,FCV-6362 LDAR-11965,Operations,Gdenis,3/16/2022,3/16/2022 12:00,Not started,,,,4,185,1
300 - hot area,07-REASSEMBLY,Blinds opening,081-6301  140001401 repair order,081-6301  140001401 repair order-8768,Mechanical,Dmichael,3/18/2022,3/18/2022 20:12,Not started,,,,12,-51.2,1
300 - hot area,07-REASSEMBLY,Closing manways / Drainage,102-9001B,102-9001B-6204,Mechanical,AROJE,3/1/2022,3/1/2022 12:30,Completed,2/27/2022 14:42,2/27/2022 14:42,,3,6,1
400,05-INSPECTIONS,Visual examination,093-6603,093-6603-4981,Inspections,Drami,2/1/2022,2/2/2022 7:00,Completed,2/7/2022 8:59,2/7/2022 9:00,100,2,434.5,1
400,08-TURNOVER,Insulation assembly,093-6603,093-6603-4994,Mechanical,Kviam,3/15/2022,3/15/2022 18:00,Not started,,,,10,58.5,1
300 - hot area,07-REASSEMBLY,Closing manholes / Drainage,081-5102,081-5102-8572,Mechanical,AROJE,3/6/2022,3/7/2022 12:00,Start time failed,,,,6,87,1
300 - hot area,08-TURNOVER,Nitrogen purging,081-5102,081-5102-8576,Operations,Atzahi,3/15/2022,3/17/2022 8:00,Not started,,,,48,336,1
300 - hot area,03-DISASSEMBLY,Insulation disassembly,113-5302,113-5302-9129,Mechanical,Kviam,2/10/2022,2/10/2022 16:00,Completed,2/17/2022 14:28,2/18/2022 11:48,100,8,471.5,1
300 - hot area,05-INSPECTIONS,Visual test,113-5302,113-5302-9130,Inspections,Hmoshe,2/21/2022,2/21/2022 18:00,Completed,2/21/2022 10:36,2/21/2022 10:36,100,1,0,1
300 - hot area,08-TURNOVER,Drying,"59033-8""-D3R01 LDAR",59033-8&quot;-D3R01 LDAR-11677,Operations,Gdenis,3/16/2022,3/16/2022 12:00,Not started,,,,2,193,1
300 - hot area,08-TURNOVER,Inerting (nitrogen),"59033-8""-D3R01 LDAR",59033-8&quot;-D3R01 LDAR-11678,Operations,Gdenis,3/16/2022,3/16/2022 14:00,Not started,,,,2,193,1
300 - hot area,03-DISASSEMBLY,Ventilation / preparations for passing the vessel over,093-9002A,093-9002A-6015,Operations,Horen,2/23/2022,2/23/2022 21:00,Completed,2/22/2022 10:46,2/22/2022 10:46,,4,35.5,1
200,07-REASSEMBLY,Internal Scaffold deconstruction,093-3701,093-3701-12621,Mechanical,Ameir,2/25/2022,2/25/2022 16:00,Completed,2/23/2022 15:22,2/23/2022 15:22,,3,150.5,1
200,07-REASSEMBLY,Recleaning the bottom after removal of acafolding.,093-3701,093-3701-12622,Mechanical,Ameir,2/25/2022,2/27/2022 8:00,Completed,2/23/2022 15:22,2/23/2022 15:22,,2,150.5,1
200,07-REASSEMBLY,Closing of manways,081-3801,081-3801-12390,Mechanical,Omichael,3/13/2022,3/16/2022 15:00,Not started,,,,36,-77.5,1
200,07-REASSEMBLY,Internal Scaffold deconstruction,081-3801,081-3801-12391,Mechanical,Omichael,3/16/2022,3/16/2022 17:00,Not started,,,,2,-77.5,1
180,08-TURNOVER,Inerting (nitrogen),C180-F801B,C180-F801B-44102,Operations,Operatinspec1,1/23/2022,1/23/2022 17:00,Start time failed,,,,0,1392,1
180,08-TURNOVER,Gross leak testing,C180-F801B,C180-F801B-44103,Operations,Operatinspec1,3/15/2022,3/15/2022 20:00,Not started,,,,12,468,1
300 - hot area,07-REASSEMBLY,Parts assembly,111-5201A,111-5201A-6417,Mechanical,Aaviv,2/14/2022,2/14/2022 11:00,Completed,2/23/2022 9:09,2/23/2022 9:09,,3,269,1
300 - hot area,07-REASSEMBLY,Pressure test preparations,111-5201A,111-5201A-6418,Mechanical,Aaviv,2/14/2022,2/14/2022 16:00,Completed,2/23/2022 9:10,2/23/2022 9:10,,5,269,1
300 - hot area,08-TURNOVER,Flange leak testing,081-6301  140001401 repair order,081-6301  140001401 repair order-8769,Operations,Gdenis,3/18/2022,3/19/2022 2:12,Not started,,,,6,76.8,1
300 - hot area,03-DISASSEMBLY,Component / valve / connector disassembly,SV-6356A LDAR,SV-6356A LDAR-12474,Mechanical,Pyosef,3/1/2022,3/1/2022 14:00,Completed,2/28/2022 17:09,2/28/2022 17:09,,6,313.5,1
300 - hot area,03-DISASSEMBLY,Component / valve / connector assembly & moment tightening,SV-6356A LDAR,SV-6356A LDAR-12475,Mechanical,Pyosef,3/2/2022,3/3/2022 8:00,Start time failed,,,,12,285,1
180,02-SHUTDOWN,Liquid emptying,C180-E805,C180-E805-44841,Operations,Operatinspec1,2/7/2022,2/8/2022 8:00,Completed,2/11/2022 10:32,2/11/2022 10:32,,24,791,1
180,02-SHUTDOWN,Displacement with inert gas (Nitrogen) to flare,C180-E805,C180-E805-44843,Operations,Operatinspec1,2/8/2022,2/10/2022 8:00,Completed,2/11/2022 10:32,2/11/2022 10:32,,48,791,1
180,04-CLEANING,Cleanliness check,C180-E816,C180-E816-45076,Operations,Operatinspec1,3/2/2022,3/2/2022 19:00,Completed,3/3/2022 10:55,3/3/2022 10:55,,1,790,1
180,04-CLEANING,Cleaning covers,C180-E816,C180-E816-45078,Mechanical,Smonir,3/1/2022,3/1/2022 10:30,Completed,2/23/2022 11:04,2/23/2022 11:04,,1,126,1
300 - hot area,07-REASSEMBLY,"Manways seal tightness test, Drainage",102-9001B,102-9001B-6205,Operations,Horen,3/1/2022,3/1/2022 20:30,Completed,2/28/2022 15:35,2/28/2022 15:35,,8,17.5,1
300 - hot area,03-DISASSEMBLY,gas check and work permit,093-9002A,093-9002A-6016,Operations,Horen,2/23/2022,2/23/2022 22:00,Completed,2/22/2022 10:48,2/25/2022 11:54,,1,0,1
300 - hot area,07-REASSEMBLY,Parts assembly,111-5205,111-5205-6675,Mechanical,Aaviv,3/2/2022,3/2/2022 12:00,Completed,3/5/2022 16:13,3/5/2022 16:13,,4,116,1
300 - hot area,07-REASSEMBLY,Pressure test preparations,111-5205,111-5205-6676,Mechanical,Aaviv,3/2/2022,3/2/2022 17:00,Completed,3/5/2022 16:13,3/5/2022 16:13,,5,116,1
300 - hot area,08-TURNOVER,Drying,FCV-6362 LDAR,FCV-6362 LDAR-11966,Operations,Gdenis,3/16/2022,3/16/2022 16:00,Not started,,,,4,185,1
300 - hot area,08-TURNOVER,Inerting (nitrogen),FCV-6362 LDAR,FCV-6362 LDAR-11967,Operations,Gdenis,3/16/2022,3/16/2022 20:00,Not started,,,,4,185,1
300 - hot area,08-TURNOVER,Drying,081-6301  140001401 repair order,081-6301  140001401 repair order-9155,Operations,Gdenis,3/19/2022,3/21/2022 2:12,Not started,,,,48,76.8,1
